,zip,alltransit_performance_score
782,93436,3.2
783,93618,1.6
784,93545,0.4
785,95335,0.0
786,90802,8.0
787,96054,0.2
788,95650,0.5
789,90720,5.2
790,93440,0.7
791,94022,4.8
792,94022,3.1
793,90012,7.7
794,93635,1.0
795,93420,0.8
796,95032,3.7
797,96055,1.3
798,93441,0.0
799,93402,2.1
800,93401,0.0
801,93249,0.5
802,95457,1.1
803,96118,0.0
804,94024,0.6
805,94903,3.3
806,95458,1.8
807,92356,0.8
808,90262,7.7
809,92358,0.0
810,96122,0.6
811,96056,0.2
812,95652,7.6
813,93260,0.0
814,96057,0.5
815,96058,0.0
816,93250,1.0
817,93546,0.5
818,95519,1.7
819,93251,0.5
820,95369,0.9
821,93637,2.1
822,93638,1.9
823,95653,1.1
824,95526,0.0
825,95954,1.4
826,93725,1.9
827,90265,3.1
828,93546,6.6
829,95459,0.3
830,90266,5.6
831,95521,1.2
832,95336,0.8
833,96059,0.0
834,92518,3.9
835,93252,0.0
836,93933,5.3
837,90292,7.6
838,94965,6.7
839,95338,1.0
840,96120,0.0
841,95642,1.4
842,94553,4.8
843,95901,3.7
844,93274,2.2
845,95655,0.7
846,95955,0.0
847,93307,6.2
848,91006,7.1
849,90270,6.5
850,92570,2.4
851,95956,0.0
852,95722,0.0
853,92570,2.8
854,92254,4.6
855,93023,1.0
856,95460,1.5
857,93640,0.9
858,92586,2.7
859,94025,6.4
860,92359,4.9
861,95340,4.7
862,95957,0.0
863,93514,0.0
864,92225,0.8
865,96120,0.0
866,93313,0.0
867,93263,0.0
868,95461,1.3
869,95345,1.0
870,92655,5.9
871,96121,0.4
872,94030,6.0
873,94941,4.8
874,96062,0.0
875,95035,6.7
876,96063,0.0
877,93657,0.0
878,93023,2.3
879,95553,0.8
880,93105,1.0
881,91345,1.8
882,92692,3.2
883,95346,0.9
884,95354,5.2
885,96103,0.4
886,93501,1.1
887,95245,0.5
888,93725,0.0
889,93541,0.4
890,95370,1.2
891,91016,5.6
892,93618,0.5
893,96064,0.5
894,94806,6.3
895,94037,2.1
896,91763,6.8
897,90640,2.8
898,93108,3.3
899,93940,6.4
900,98029,7.0
901,95307,1.3
902,95462,2.0
903,95030,2.6
904,96065,0.4
905,95695,1.2
906,93021,4.1
907,95212,0.6
908,94556,2.5
909,92557,4.4
910,95037,4.9
911,92256,0.6
912,93442,3.3
913,94558,0.0
914,94038,2.8
915,95039,2.3
916,92561,0.0
917,96003,0.0
918,95391,0.0
919,93240,1.6
920,95246,0.5
921,94041,4.6
922,94041,7.7
923,92392,3.7
924,96058,0.0
925,95018,4.0
926,91948,0.4
927,96067,1.8
928,94965,1.3
929,95247,0.8
930,92562,2.6
931,92407,4.0
932,95554,0.8
933,95501,2.7
934,94558,4.6
935,91950,7.9
936,92363,2.7
937,95959,2.2
938,94560,5.2
939,95658,0.0
940,93254,0.0
941,96134,0.2
942,95360,1.4
943,97635,0.0
944,92663,3.9
945,94946,0.0
946,95464,2.1
947,95659,0.0
948,92257,0.0
949,93601,0.0
950,93444,0.4
951,92860,1.6
952,95973,0.1
953,94583,2.3
954,95603,2.6
955,93523,0.4
956,91006,6.9
957,94025,6.6
958,95833,0.0
959,95660,5.2
960,95453,2.2
961,94801,5.1
962,95960,0.0
963,92254,1.5
964,92705,2.8
965,90650,7.2
966,94945,4.9
967,96068,0.2
968,92567,1.0
969,95361,1.5
970,92399,0.0
971,92344,1.7
972,93644,0.8
973,94612,8.3
974,94561,4.4
975,91377,0.0
976,93426,0.0
977,93023,2.9
978,94558,1.4
979,92274,1.5
980,95465,1.0
981,93445,3.2
982,92054,5.9
983,92259,0.0
984,93308,5.0
985,93023,1.9
986,93549,0.3
987,93704,6.0
988,96071,0.2
989,95961,3.4
990,91761,5.0
991,93255,0.6
992,92866,5.1
993,93646,1.0
994,95662,2.3
995,93455,2.9
996,95555,0.7
997,94563,4.2
998,95963,0.0
999,93647,2.8
1000,95965,3.1
1001,95966,1.2
1002,93030,5.5
1003,94553,5.5
1004,94044,5.1
1005,93950,5.3
1006,95076,2.3
1007,95076,1.4
1008,92059,0.9
1009,95968,0.8
1010,93550,0.3
1011,92260,3.4
1012,92262,5.5
1013,94301,7.1
1014,96073,0.0
1015,90274,3.4
1016,92266,0.6
1017,93260,0.0
1018,95969,1.8
1019,95969,0.5
1020,95060,4.6
1021,90723,6.8
1022,95358,3.7
1023,93638,0.8
1024,95823,6.6
1025,93637,0.4
1026,93648,1.0
1027,91101,8.3
1028,95060,4.6
1029,96074,0.2
1030,95363,1.9
1031,93291,1.7
1032,96113,0.4
1033,95971,0.4
1034,96075,0.0
1035,93527,0.3
1036,94951,2.9
1037,95946,1.2
1038,95650,0.0
1039,92570,3.8
1040,94060,0.6
1041,94952,4.6
1042,95236,0.0
1043,92371,0.6
1044,95559,0.8
1045,95466,0.3
1046,94904,0.9
1047,90660,3.9
1048,94611,6.6
1049,93265,0.0
1050,95960,0.0
1051,93930,0.6
1052,93207,0.0
1053,95665,0.9
1054,95503,1.1
1055,93225,0.4
1056,95321,0.7
1057,91962,0.5
1058,94564,5.9
1059,92372,0.5
1060,95666,0.8
1061,93040,0.0
1062,93449,3.0
1063,94565,7.5
1064,93256,1.5
1065,92870,4.3
1066,95667,2.9
1067,93267,1.0
1068,95365,1.6
1069,94523,5.2
1070,94566,4.9
1071,95062,5.1
1072,96103,0.4
1073,95961,0.4
1074,95669,0.6
1075,95468,0.5
1076,94956,2.0
1077,95726,2.1
1078,91766,6.0
1079,93265,0.0
1080,93257,1.4
1081,94569,1.2
1082,93257,4.7
1083,93041,4.4
1084,96122,0.7
1085,94028,1.3
1086,93260,0.0
1087,93260,0.0
1088,91963,0.6
1089,95469,0.0
1090,92064,3.1
1091,95923,0.5
1092,95932,0.0
1093,96035,1.0
1094,93907,1.2
1095,93536,0.0
1096,95971,1.1
1097,95972,0.0
1098,95245,0.3
1099,92028,0.4
1100,93652,0.3
1101,92065,1.1
1102,95252,0.8
1103,95670,6.5
1104,91730,5.1
1105,92270,3.6
1106,95683,0.3
1107,90275,4.5
1108,92019,2.9
1109,92091,2.8
1110,92688,1.4
1111,96021,0.2
1112,93554,0.0
1113,96080,2.5
1114,95666,0.8
1115,95569,1.0
1116,96001,2.8
1117,92373,4.2
1118,90277,6.6
1119,95560,1.2
1120,94063,5.7
1121,95470,1.0
1122,93654,2.2
1123,94549,1.1
1124,92376,6.0
1125,96021,0.7
1126,93261,1.5
1127,94801,7.2
1128,95974,0.0
1129,93555,0.5
1130,95023,0.0
1131,95562,2.8
1132,95003,3.8
1133,95673,2.6
1134,95674,0.0
1135,94571,1.8
1136,92225,0.5
1137,95366,0.7
1138,95367,2.1
1139,93656,0.5
1140,95358,0.5
1141,95675,0.3
1142,92522,5.2
1143,95676,0.4
1144,95966,0.0
1145,95677,2.5
1146,94572,4.2
1147,93215,1.0
1148,94928,4.1
1149,90274,2.3
1150,90274,0.6
1151,90274,4.5
1152,94806,7.7
1153,92585,2.1
1154,93560,0.8
1155,93312,1.6
1156,90601,5.0
1157,95407,5.0
1158,91770,6.3
1159,95826,6.5
1160,95678,3.2
1161,94957,4.3
1162,90720,3.1
1163,95975,1.0
1164,96084,0.4
1165,93514,0.0
1166,95351,5.4
1167,91748,3.9
1168,92382,1.6
1169,95552,0.0
1170,94573,1.4
1171,95814,6.3
1172,94574,2.4
1173,95368,1.7
1174,93901,5.3
1175,94923,0.5
1176,92274,0.0
1177,92274,0.0
1178,95564,1.2
1179,95249,1.0
1180,94960,5.6
1181,91784,0.0
1182,93450,0.6
1183,92401,6.7
1184,94066,6.7
1185,93001,5.2
1186,94070,5.9
1187,92672,2.7
1188,93955,7.2
1189,92101,6.0
1190,92065,0.0
1191,91773,3.4
1192,91340,7.8
1193,94103,9.6
1194,91776,6.0
1195,93657,0.9
1196,94963,1.7
1197,92583,3.3
1198,93660,0.0
1199,95113,7.0
1200,95045,0.6
1201,92675,3.7
1202,94577,7.7
1203,94580,6.2
1204,93954,0.9
1205,93401,5.4
1206,92069,4.8
1207,91108,5.6
1208,95046,2.9
1209,94401,7.2
1210,93451,2.8
1211,93451,1.7
1212,94806,7.4
1213,92027,7.2
1214,94901,5.4
1215,94583,3.0
1216,93452,0.5
1217,92701,6.6
1218,93101,6.4
1219,95050,7.0
1220,91321,5.0
1221,95060,7.0
1222,90670,5.6
1223,93422,1.5
1224,93454,4.3
1225,90401,8.6
1226,95322,0.0
1227,93060,1.1
1228,95401,4.6
1229,93012,0.9
1230,93063,2.9
1231,94903,3.3
1232,93460,0.0
1233,92071,3.7
1234,94595,5.0
1235,95070,3.6
1236,93004,4.0
1237,96124,0.0
1238,94965,7.5
1239,95565,1.0
1240,95066,4.4
1241,93001,4.4
1242,90740,4.0
1243,95480,0.5
1244,93562,0.0
1245,93955,6.2
1246,95472,3.1
1247,92273,0.0
1248,93662,0.7
1249,93265,0.0
1250,94923,0.6
1251,93292,1.1
1252,93263,0.6
1253,93461,0.0
1254,96087,0.1
1255,96019,1.7
1256,93664,0.0
1257,94596,4.4
1258,95589,0.5
1259,95681,0.0
1260,95682,1.5
1261,96088,0.0
1262,92384,0.0
1263,96118,0.0
1264,96125,0.0
1265,91024,4.0
1266,95346,0.9
1267,96126,0.0
1268,90755,8.0
1269,94558,0.0
1270,93271,0.7
1271,92342,1.7
1272,93065,3.5
1273,93454,0.9
1274,92241,0.4
1275,94960,3.5
1276,95977,1.1
1277,93263,0.0
1278,95567,0.9
1279,95369,0.0
1280,95451,1.0
1281,95728,0.6
1282,92075,5.9
1283,93960,2.0
1284,93463,1.2
1285,95476,3.3
1286,95370,3.1
1287,95073,5.5
1288,95372,1.3
1289,93665,0.6
1290,91733,5.8
1291,90280,7.3
1292,96150,2.8
1293,91016,7.4
1294,95966,2.1
1295,91030,8.5
1296,94080,7.7
1297,91770,2.9
1298,91744,5.7
1299,93268,0.6
1300,90605,2.8
1301,96130,0.3
1302,93908,3.6
1303,95971,0.4
1304,91977,0.5
1305,91977,4.3
1306,92395,1.7
1307,93265,1.0
1308,96146,0.0
1309,93240,0.9
1310,93561,0.0
1311,94305,7.7
1312,90680,5.5
1313,91381,4.9
1314,95374,0.0
1315,94970,1.1
1316,95978,0.6
1317,95202,4.2
1318,95979,0.0
1319,95915,0.4
1320,93266,1.6
1321,93267,3.2
1322,95375,6.0
1323,95375,0.0
1324,93260,0.0
1325,96007,0.0
1326,93260,0.0
1327,94585,4.7
1328,93666,1.6
1329,93067,4.3
1330,93727,4.0
1331,96145,3.1
1332,93546,0.5
1333,94087,7.2
1334,94586,1.1
1335,93543,0.1
1336,96130,2.5
1337,95982,0.0
1338,95685,1.2
1339,93514,0.5
1340,93268,1.1
1341,93268,0.3
1342,95206,3.9
1343,96148,2.8
1344,96142,1.8
1345,95482,0.0
1346,94941,3.6
1347,94806,6.3
1348,93727,2.7
1349,95983,0.4
1350,92389,0.0
1351,93561,0.9
1352,95963,0.8
1353,92590,2.2
1354,95476,2.0
1355,92883,0.8
1356,91780,5.9
1357,93465,1.8
1358,96058,0.5
1359,95242,0.6
1360,93270,1.3
1361,93256,1.1
1362,92274,2.1
1363,95965,1.8
1364,95686,0.0
1365,91362,2.5
1366,92276,2.9
1367,93271,1.1
1368,93608,0.0
1369,94920,4.3
1370,95450,0.4
1371,93272,3.0
1372,95915,0.4
1373,94971,0.0
1374,93247,0.0
1375,93221,0.0
1376,90290,0.8
1377,96133,0.3
1378,93013,4.3
1379,90503,6.1
1380,95376,3.3
1381,93668,0.0
1382,93631,0.7
1383,95023,0.0
1384,95570,1.1
1385,96091,0.3
1386,95527,0.4
1387,93562,0.3
1388,95659,0.0
1389,96161,2.0
1390,93274,5.4
1391,96134,0.2
1392,95379,1.7
1393,93276,0.5
1394,95380,4.3
1395,92780,4.8
1396,95340,1.0
1397,95370,0.8
1398,95984,0.4
1399,95383,1.5
1400,92277,2.3
1401,93546,5.2
1402,95482,4.0
1403,94587,7.1
1404,95616,6.6
1405,95340,2.3
1406,91786,5.8
1407,95485,1.6
1408,95688,4.9
1409,91744,6.1
1410,95251,0.7
1411,94590,5.0
1412,92544,3.0
1413,93268,0.8
1414,92082,1.5
1415,94972,0.0
1416,95361,0.0
1417,96106,0.4
1418,95252,0.5
1419,93562,0.3
1420,91384,2.3
1421,93437,1.0
1422,93436,2.1
1423,96111,0.0
1424,90058,8.4
1425,95240,0.1
1426,92395,3.8
1427,90043,7.0
1428,92861,1.4
1429,96092,0.5
1430,91722,4.8
1431,94553,3.7
1432,95829,1.3
1433,93291,6.5
1434,92083,6.1
1435,92274,0.8
1436,95689,0.8
1437,93635,0.5
1438,96107,0.3
1439,95252,0.5
1440,91789,5.3
1441,94596,4.7
1442,95690,0.1
1443,90255,8.5
1444,94539,2.9
1445,96020,0.5
1446,93280,2.2
1447,95986,0.6
1448,95386,1.3
1449,95215,0.0
1450,95076,6.1
1451,93274,0.3
1452,95389,0.6
1453,96093,1.2
1454,96094,1.8
1455,93241,1.9
1456,93283,1.3
1457,95571,0.8
1458,90044,8.5
1459,93514,0.0
1460,90502,6.6
1461,91790,6.3
1462,93291,1.3
1463,95570,1.3
1464,90046,8.7
1465,91362,3.8
1466,95363,0.7
1467,94025,2.8
1468,92683,5.7
1469,95358,5.6
1470,90047,8.4
1471,92281,0.0
1472,93706,0.0
1473,95255,0.5
1474,91746,6.6
1475,90248,8.1
1476,95691,4.4
1477,90404,0.3
1478,90606,2.9
1479,96137,0.8
1480,95692,0.4
1481,96106,0.4
1482,92282,0.7
1483,93446,0.0
1484,90601,3.0
1485,92595,1.9
1486,93514,0.4
1487,95987,0.0
1488,95490,3.2
1489,90059,8.4
1490,95573,0.5
1491,95988,0.0
1492,93628,0.7
1493,95693,0.0
1494,92596,2.0
1495,95492,3.5
1496,92040,3.8
1497,92283,1.4
1498,95694,1.7
1499,95388,3.0
1500,93285,1.1
1501,94973,2.7
1502,95258,0.3
1503,92504,2.8
1504,93286,3.3
1505,95695,4.7
1506,95695,1.1
1507,94062,1.9
1508,93274,1.1
1509,92397,0.3
1510,95965,0.0
1511,93670,1.3
1512,95697,0.6
1513,92886,0.8
1514,93614,0.7
1515,95389,1.3
1516,94599,4.0
1517,96097,1.7
1518,95991,3.7
1519,92399,4.1
1520,92284,2.0
1521,95018,1.5
